profit_rank,crop,predicted_yield,modal_price,expected_revenue,cost_per_hectare,net_profit
1253,Groundnut,35.21112055024996,7750.0,272886.1842644372,42000.0,230886.18426443718
1254,Mustard,42.28083480280003,6450.0,272711.3844780602,42000.0,230711.38447806018
1255,Coconut,46.71582465929994,5900.0,275623.36548986967,45000.0,230623.36548986967
1256,Coconut,46.71582465929994,5900.0,275623.36548986967,45000.0,230623.36548986967
1257,Coconut,46.71582465929994,5900.0,275623.36548986967,45000.0,230623.36548986967
1258,Coconut,46.71582465929994,5900.0,275623.36548986967,45000.0,230623.36548986967
1259,Coconut,46.71582465929994,5900.0,275623.36548986967,45000.0,230623.36548986967
1260,Groundnut,45.432864271499966,6000.0,272597.1856289998,42000.0,230597.18562899978
1261,Groundnut,45.432864271499966,6000.0,272597.1856289998,42000.0,230597.18562899978
1262,Groundnut,45.432864271499966,6000.0,272597.1856289998,42000.0,230597.18562899978
1263,Groundnut,45.432864271499966,6000.0,272597.1856289998,42000.0,230597.18562899978
1264,Cotton,35.56265013185003,7650.0,272054.2735086527,42000.0,230054.2735086527
1265,Groundnut,41.67568645859998,6525.0,271933.8541423649,42000.0,229933.85414236487
1266,Mustard,40.28537365675001,6750.0,271926.27218306257,42000.0,229926.27218306257
1267,Groundnut,34.41275873429996,7900.0,271860.79400096973,42000.0,229860.79400096973
1268,Cotton,34.63137581154997,7850.0,271856.30012066726,42000.0,229856.30012066726
1269,Cotton,34.63137581154997,7850.0,271856.30012066726,42000.0,229856.30012066726
1270,Cotton,34.63137581154997,7850.0,271856.30012066726,42000.0,229856.30012066726
1271,Cotton,34.63137581154997,7850.0,271856.30012066726,42000.0,229856.30012066726
1272,Mustard,40.475665974249935,6700.0,271186.96202747454,42000.0,229186.96202747454
1273,Groundnut,35.21112055024996,7700.0,271125.6282369247,42000.0,229125.6282369247
1274,Cotton,34.63137581154997,7825.0,270990.51572537853,42000.0,228990.51572537853
1275,Groundnut,41.67568645859998,6500.0,270891.9619808999,42000.0,228891.9619808999
1276,Groundnut,41.67568645859998,6500.0,270891.9619808999,42000.0,228891.9619808999
1277,Groundnut,41.67568645859998,6500.0,270891.9619808999,42000.0,228891.9619808999
1278,Groundnut,41.67568645859998,6500.0,270891.9619808999,42000.0,228891.9619808999
1279,Groundnut,41.67568645859998,6500.0,270891.9619808999,42000.0,228891.9619808999
1280,Groundnut,37.70547306270009,7180.0,270725.2965901866,42000.0,228725.2965901866
1281,Groundnut,36.09143116525004,7500.0,270685.7337393753,42000.0,228685.7337393753
1282,Groundnut,36.09143116525004,7500.0,270685.7337393753,42000.0,228685.7337393753
1283,Groundnut,36.09143116525004,7500.0,270685.7337393753,42000.0,228685.7337393753
1284,Mustard,41.94839704694997,6450.0,270567.1609528273,42000.0,228567.1609528273
1285,Cotton,34.63137581154997,7810.0,270471.0450882053,42000.0,228471.0450882053
1286,Groundnut,45.055252956749946,6000.0,270331.5177404997,42000.0,228331.5177404997
1287,Groundnut,45.055252956749946,6000.0,270331.5177404997,42000.0,228331.5177404997
1288,Groundnut,45.055252956749946,6000.0,270331.5177404997,42000.0,228331.5177404997
1289,Groundnut,45.055252956749946,6000.0,270331.5177404997,42000.0,228331.5177404997
1290,Cotton,35.56265013185003,7600.0,270276.1410020602,42000.0,228276.1410020602
1291,Cotton,35.56265013185003,7600.0,270276.1410020602,42000.0,228276.1410020602
1292,Cotton,34.63137581154997,7800.0,270124.7313300898,42000.0,228124.7313300898
1293,Cotton,34.63137581154997,7800.0,270124.7313300898,42000.0,228124.7313300898
1294,Coconut,42.6627235234001,6400.0,273041.43054976064,45000.0,228041.43054976064
1295,Mustard,40.28537365675001,6700.0,269912.0035002251,42000.0,227912.00350022508
1296,Groundnut,37.70547306270009,7150.0,269594.13239830564,42000.0,227594.13239830564
1297,Coconut,42.5653343363001,6400.0,272418.1397523206,45000.0,227418.1397523206
1298,Coconut,46.94847371005014,5800.0,272301.1475182908,45000.0,227301.1475182908
1299,Coconut,46.94847371005014,5800.0,272301.1475182908,45000.0,227301.1475182908
1300,Coconut,46.947117460000136,5800.0,272293.2812680008,45000.0,227293.28126800078
1301,Coconut,46.947117460000136,5800.0,272293.2812680008,45000.0,227293.28126800078
1302,Coconut,46.947117460000136,5800.0,272293.2812680008,45000.0,227293.28126800078
1303,Coconut,46.947117460000136,5800.0,272293.2812680008,45000.0,227293.28126800078
1304,Cotton,33.94636520310005,7925.0,269024.9442345679,42000.0,227024.94423456793
1305,Groundnut,41.67568645859998,6455.0,269016.5560902629,42000.0,227016.5560902629
1306,Coconut,41.83316795805009,6500.0,271915.5917273256,45000.0,226915.59172732558
1307,Coconut,41.83316795805009,6500.0,271915.5917273256,45000.0,226915.59172732558
1308,Coconut,41.83316795805009,6500.0,271915.5917273256,45000.0,226915.59172732558
1309,Coconut,41.83316795805009,6500.0,271915.5917273256,45000.0,226915.59172732558
1310,Coconut,41.83316795805009,6500.0,271915.5917273256,45000.0,226915.59172732558
1311,Coconut,41.83316795805009,6500.0,271915.5917273256,45000.0,226915.59172732558
1312,Coconut,41.83316795805009,6500.0,271915.5917273256,45000.0,226915.59172732558
1313,Coconut,41.83316795805009,6500.0,271915.5917273256,45000.0,226915.59172732558
1314,Coconut,41.83316795805009,6500.0,271915.5917273256,45000.0,226915.59172732558
1315,Coconut,41.83316795805009,6500.0,271915.5917273256,45000.0,226915.59172732558
1316,Coconut,41.83316795805009,6500.0,271915.5917273256,45000.0,226915.59172732558
1317,Coconut,41.83316795805009,6500.0,271915.5917273256,45000.0,226915.59172732558
1318,Groundnut,41.67568645859998,6450.0,268808.1776579699,42000.0,226808.17765796988
1319,Wheat,55.78741617099996,4600.0,256622.11438659983,30000.0,226622.11438659983
1320,Coconut,44.52657624894999,6100.0,271612.11511859496,45000.0,226612.11511859496
1321,Coconut,46.02966645985,5900.0,271575.032113115,45000.0,226575.032113115
1322,Coconut,46.02966645985,5900.0,271575.032113115,45000.0,226575.032113115
1323,Coconut,46.02966645985,5900.0,271575.032113115,45000.0,226575.032113115
1324,Coconut,46.02966645985,5900.0,271575.032113115,45000.0,226575.032113115
1325,Coconut,46.02966645985,5900.0,271575.032113115,45000.0,226575.032113115
1326,Mustard,47.53494753700001,5650.0,268572.45358405006,42000.0,226572.45358405006
1327,Mustard,42.28083480280003,6350.0,268483.30099778017,42000.0,226483.30099778017
1328,Mustard,42.28083480280003,6350.0,268483.30099778017,42000.0,226483.30099778017
1329,Mustard,42.28083480280003,6350.0,268483.30099778017,42000.0,226483.30099778017
1330,Maize,53.55716727350002,4750.0,254396.5445491251,28000.0,226396.5445491251
1331,Cotton,34.63137581154997,7750.0,268393.16253951227,42000.0,226393.16253951227
1332,Cotton,34.63137581154997,7750.0,268393.16253951227,42000.0,226393.16253951227
1333,Cotton,39.2743935631001,6832.0,268322.6568230999,42000.0,226322.65682309988
1334,Cotton,39.2743935631001,6832.0,268322.6568230999,42000.0,226322.65682309988
1335,Cotton,33.94636520310005,7900.0,268176.2851044904,42000.0,226176.2851044904
1336,Cotton,33.94636520310005,7900.0,268176.2851044904,42000.0,226176.2851044904
1337,Groundnut,45.641257308649976,5875.0,268142.3866883186,42000.0,226142.38668831863
1338,Cotton,35.56265013185003,7540.0,268142.3819941492,42000.0,226142.38199414918
1339,Coconut,46.71582465929994,5800.0,270951.78302393964,45000.0,225951.78302393964
1340,Coconut,46.71582465929994,5800.0,270951.78302393964,45000.0,225951.78302393964
1341,Coconut,42.6627235234001,6350.0,270908.2943735907,45000.0,225908.29437359067
1342,Coconut,42.5653343363001,6350.0,270289.8730355056,45000.0,225289.8730355056
1343,Cotton,39.2743935631001,6800.0,267065.87622908066,42000.0,225065.87622908066
1344,Coconut,46.94847371005014,5750.0,269953.7238327883,45000.0,224953.7238327883
1345,Coconut,46.94847371005014,5750.0,269953.7238327883,45000.0,224953.7238327883
1346,Coconut,46.94847371005014,5750.0,269953.7238327883,45000.0,224953.7238327883
1347,Coconut,46.94847371005014,5750.0,269953.7238327883,45000.0,224953.7238327883
1348,Coconut,46.94847371005014,5750.0,269953.7238327883,45000.0,224953.7238327883
1349,Coconut,46.94847371005014,5750.0,269953.7238327883,45000.0,224953.7238327883
1350,Coconut,46.94847371005014,5750.0,269953.7238327883,45000.0,224953.7238327883
1351,Coconut,46.94847371005014,5750.0,269953.7238327883,45000.0,224953.7238327883
1352,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1353,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1354,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1355,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1356,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1357,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1358,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1359,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1360,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1361,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1362,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1363,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1364,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1365,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1366,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1367,Coconut,46.947117460000136,5750.0,269945.9253950008,45000.0,224945.92539500078
1368,Groundnut,45.432864271499966,5875.0,266918.0775950623,42000.0,224918.07759506232
1369,Cotton,35.56265013185003,7500.0,266719.8759888752,42000.0,224719.87598887522
1370,Cotton,35.56265013185003,7500.0,266719.8759888752,42000.0,224719.87598887522
1371,Groundnut,34.41275873429996,7750.0,266698.88019082474,42000.0,224698.88019082474
1372,Cotton,34.63137581154997,7700.0,266661.5937489348,42000.0,224661.5937489348
1373,Cotton,39.2743935631001,6788.0,266594.58350632346,42000.0,224594.58350632346
1374,Cotton,33.94636520310005,7850.0,266478.9668443354,42000.0,224478.96684433537
1375,Cotton,33.94636520310005,7850.0,266478.9668443354,42000.0,224478.96684433537
1376,Cotton,33.94636520310005,7850.0,266478.9668443354,42000.0,224478.96684433537
1377,Cotton,33.94636520310005,7850.0,266478.9668443354,42000.0,224478.96684433537
1378,Mustard,41.94839704694997,6350.0,266372.3212481323,42000.0,224372.32124813233
1379,Mustard,41.94839704694997,6350.0,266372.3212481323,42000.0,224372.32124813233
1380,Mustard,41.94839704694997,6350.0,266372.3212481323,42000.0,224372.32124813233
1381,Mustard,42.28083480280003,6300.0,266369.25925764017,42000.0,224369.25925764017
1382,Rice,50.78666138265004,5100.0,259011.9730515152,35000.0,224011.9730515152
1383,Rice,50.78666138265004,5100.0,259011.9730515152,35000.0,224011.9730515152
1384,Coconut,42.6627235234001,6300.0,268775.15819742065,45000.0,223775.15819742065
1385,Coconut,42.6627235234001,6300.0,268775.15819742065,45000.0,223775.15819742065
1386,Coconut,42.6627235234001,6300.0,268775.15819742065,45000.0,223775.15819742065
1387,Coconut,42.6627235234001,6300.0,268775.15819742065,45000.0,223775.15819742065
1388,Cotton,33.94636520310005,7825.0,265630.3077142579,42000.0,223630.3077142579
1389,Cotton,35.56265013185003,7469.0,265617.43383478787,42000.0,223617.43383478787
1390,Coconut,46.71582465929994,5750.0,268615.99179097463,45000.0,223615.99179097463
1391,Coconut,46.71582465929994,5750.0,268615.99179097463,45000.0,223615.99179097463
1392,Coconut,46.71582465929994,5750.0,268615.99179097463,45000.0,223615.99179097463
1393,Coconut,46.71582465929994,5750.0,268615.99179097463,45000.0,223615.99179097463
1394,Coconut,46.71582465929994,5750.0,268615.99179097463,45000.0,223615.99179097463
1395,Coconut,46.71582465929994,5750.0,268615.99179097463,45000.0,223615.99179097463
1396,Coconut,46.71582465929994,5750.0,268615.99179097463,45000.0,223615.99179097463
1397,Coconut,46.71582465929994,5750.0,268615.99179097463,45000.0,223615.99179097463
1398,Mustard,42.28083480280003,6280.0,265523.6425615842,42000.0,223523.6425615842
1399,Coconut,42.5653343363001,6300.0,268161.60631869064,45000.0,223161.60631869064
1400,Coconut,42.5653343363001,6300.0,268161.60631869064,45000.0,223161.60631869064
1401,Coconut,42.5653343363001,6300.0,268161.60631869064,45000.0,223161.60631869064
1402,Coconut,42.5653343363001,6300.0,268161.60631869064,45000.0,223161.60631869064
1403,Cotton,33.94636520310005,7810.0,265121.11223621137,42000.0,223121.11223621137
1404,Mustard,40.475665974249935,6550.0,265115.61213133705,42000.0,223115.61213133705
1405,Rice,50.59370873045,5100.0,258027.914525295,35000.0,223027.914525295
1406,Rice,50.59370873045,5100.0,258027.914525295,35000.0,223027.914525295
1407,Groundnut,34.41275873429996,7700.0,264978.2422541097,42000.0,222978.2422541097
1408,Cotton,34.63137581154997,7650.0,264930.0249583573,42000.0,222930.02495835727
1409,Rice,50.55072603615002,5100.0,257808.7027843651,35000.0,222808.7027843651
1410,Rice,50.55072603615002,5100.0,257808.7027843651,35000.0,222808.7027843651
1411,Cotton,33.94636520310005,7800.0,264781.6485841804,42000.0,222781.6485841804
1412,Cotton,33.94636520310005,7800.0,264781.6485841804,42000.0,222781.6485841804
1413,Coconut,41.83316795805009,6400.0,267732.2749315206,45000.0,222732.27493152057
1414,Groundnut,45.055252956749946,5875.0,264699.611120906,42000.0,222699.61112090602
1415,Groundnut,41.67568645859998,6350.0,264640.60901210987,42000.0,222640.60901210987
1416,Mustard,41.94839704694997,6300.0,264274.9013957848,42000.0,222274.9013957848
1417,Coconut,44.52657624894999,6000.0,267159.4574937,45000.0,222159.45749370003
1418,Coconut,44.52657624894999,6000.0,267159.4574937,45000.0,222159.45749370003
1419,Coconut,44.52657624894999,6000.0,267159.4574937,45000.0,222159.45749370003
1420,Coconut,44.52657624894999,6000.0,267159.4574937,45000.0,222159.45749370003
1421,Coconut,44.52657624894999,6000.0,267159.4574937,45000.0,222159.45749370003
1422,Coconut,44.52657624894999,6000.0,267159.4574937,45000.0,222159.45749370003
1423,Coconut,44.52657624894999,6000.0,267159.4574937,45000.0,222159.45749370003
1424,Coconut,44.52657624894999,6000.0,267159.4574937,45000.0,222159.45749370003
1425,Coconut,44.52657624894999,6000.0,267159.4574937,45000.0,222159.45749370003
1426,Coconut,44.52657624894999,6000.0,267159.4574937,45000.0,222159.45749370003
1427,Coconut,44.52657624894999,6000.0,267159.4574937,45000.0,222159.45749370003
1428,Coconut,44.52657624894999,6000.0,267159.4574937,45000.0,222159.45749370003
1429,Groundnut,52.69913045700003,5012.0,264128.0418504841,42000.0,222128.0418504841
1430,Mustard,40.475665974249935,6525.0,264103.7204819808,42000.0,222103.72048198082
1431,Groundnut,35.21112055024996,7500.0,264083.4041268747,42000.0,222083.4041268747
1432,Groundnut,35.21112055024996,7500.0,264083.4041268747,42000.0,222083.4041268747
1433,Groundnut,35.21112055024996,7500.0,264083.4041268747,42000.0,222083.4041268747
1434,Coconut,46.02966645985,5800.0,266972.06546713,45000.0,221972.06546712999
1435,Coconut,46.02966645985,5800.0,266972.06546713,45000.0,221972.06546712999
1436,Groundnut,37.70547306270009,7000.0,263938.3114389006,42000.0,221938.3114389006
1437,Groundnut,37.70547306270009,7000.0,263938.3114389006,42000.0,221938.3114389006
1438,Groundnut,37.70547306270009,7000.0,263938.3114389006,42000.0,221938.3114389006
1439,Groundnut,37.70547306270009,7000.0,263938.3114389006,42000.0,221938.3114389006
1440,Mustard,40.28537365675001,6550.0,263869.19745171256,42000.0,221869.19745171256
1441,Coconut,42.6627235234001,6250.0,266642.0220212506,45000.0,221642.02202125062
1442,Coconut,42.6627235234001,6250.0,266642.0220212506,45000.0,221642.02202125062
1443,Coconut,42.6627235234001,6250.0,266642.0220212506,45000.0,221642.02202125062
1444,Coconut,42.6627235234001,6250.0,266642.0220212506,45000.0,221642.02202125062
1445,Coconut,42.6627235234001,6250.0,266642.0220212506,45000.0,221642.02202125062
1446,Coconut,42.6627235234001,6250.0,266642.0220212506,45000.0,221642.02202125062
1447,Coconut,42.6627235234001,6250.0,266642.0220212506,45000.0,221642.02202125062
1448,Coconut,42.6627235234001,6250.0,266642.0220212506,45000.0,221642.02202125062
1449,Coconut,42.6627235234001,6250.0,266642.0220212506,45000.0,221642.02202125062
1450,Coconut,42.6627235234001,6250.0,266642.0220212506,45000.0,221642.02202125062
1451,Coconut,42.6627235234001,6250.0,266642.0220212506,45000.0,221642.02202125062
1452,Coconut,42.6627235234001,6250.0,266642.0220212506,45000.0,221642.02202125062
1453,Coconut,42.6627235234001,6250.0,266642.0220212506,45000.0,221642.02202125062
1454,Coconut,42.6627235234001,6250.0,266642.0220212506,45000.0,221642.02202125062
1455,Groundnut,52.69913045700003,5000.0,263495.65228500013,42000.0,221495.65228500013
1456,Mustard,41.94839704694997,6280.0,263435.9334548458,42000.0,221435.9334548458
1457,Cotton,34.63137581154997,7600.0,263198.4561677798,42000.0,221198.4561677798
1458,Cotton,34.63137581154997,7600.0,263198.4561677798,42000.0,221198.4561677798
1459,Cotton,35.56265013185003,7400.0,263163.6109756902,42000.0,221163.6109756902
1460,Cotton,35.56265013185003,7400.0,263163.6109756902,42000.0,221163.6109756902
1461,Groundnut,32.893132705449965,8000.0,263145.0616435997,42000.0,221145.0616435997
1462,Groundnut,32.893132705449965,8000.0,263145.0616435997,42000.0,221145.0616435997
1463,Groundnut,32.893132705449965,8000.0,263145.0616435997,42000.0,221145.0616435997
1464,Groundnut,32.893132705449965,8000.0,263145.0616435997,42000.0,221145.0616435997
1465,Cotton,33.94636520310005,7750.0,263084.3303240254,42000.0,221084.33032402542
1466,Cotton,33.94636520310005,7750.0,263084.3303240254,42000.0,221084.33032402542
1467,Coconut,42.5653343363001,6250.0,266033.33960187563,45000.0,221033.33960187563
1468,Coconut,42.5653343363001,6250.0,266033.33960187563,45000.0,221033.33960187563
1469,Coconut,42.5653343363001,6250.0,266033.33960187563,45000.0,221033.33960187563
1470,Coconut,42.5653343363001,6250.0,266033.33960187563,45000.0,221033.33960187563
1471,Coconut,42.5653343363001,6250.0,266033.33960187563,45000.0,221033.33960187563
1472,Coconut,42.5653343363001,6250.0,266033.33960187563,45000.0,221033.33960187563
1473,Coconut,42.5653343363001,6250.0,266033.33960187563,45000.0,221033.33960187563
1474,Coconut,42.5653343363001,6250.0,266033.33960187563,45000.0,221033.33960187563
1475,Coconut,42.5653343363001,6250.0,266033.33960187563,45000.0,221033.33960187563
1476,Coconut,42.5653343363001,6250.0,266033.33960187563,45000.0,221033.33960187563
1477,Coconut,42.5653343363001,6250.0,266033.33960187563,45000.0,221033.33960187563
1478,Coconut,42.5653343363001,6250.0,266033.33960187563,45000.0,221033.33960187563
1479,Coconut,42.5653343363001,6250.0,266033.33960187563,45000.0,221033.33960187563
1480,Coconut,42.5653343363001,6250.0,266033.33960187563,45000.0,221033.33960187563
1481,Groundnut,41.67568645859998,6310.0,262973.5815537659,42000.0,220973.58155376592
1482,Mustard,40.28537365675001,6525.0,262862.0631102938,42000.0,220862.06311029382
1483,Coconut,41.83316795805009,6350.0,265640.6165336181,45000.0,220640.61653361807
1484,Cotton,35.56265013185003,7380.0,262452.3579730532,42000.0,220452.35797305318
1485,Groundnut,45.641257308649976,5750.0,262437.22952473734,42000.0,220437.22952473734
1486,Groundnut,45.641257308649976,5750.0,262437.22952473734,42000.0,220437.22952473734
1487,Groundnut,45.641257308649976,5750.0,262437.22952473734,42000.0,220437.22952473734
1488,Groundnut,45.641257308649976,5750.0,262437.22952473734,42000.0,220437.22952473734
1489,Groundnut,45.641257308649976,5750.0,262437.22952473734,42000.0,220437.22952473734
1490,Groundnut,45.641257308649976,5750.0,262437.22952473734,42000.0,220437.22952473734
1491,Coconut,46.94847371005014,5650.0,265258.87646178325,45000.0,220258.87646178325
1492,Coconut,46.947117460000136,5650.0,265251.2136490008,45000.0,220251.2136490008
1493,Coconut,46.947117460000136,5650.0,265251.2136490008,45000.0,220251.2136490008
1494,Mustard,42.28083480280003,6200.0,262141.1757773602,42000.0,220141.1757773602
1495,Coconut,46.02966645985,5750.0,264670.5821441375,45000.0,219670.58214413747
1496,Coconut,46.02966645985,5750.0,264670.5821441375,45000.0,219670.58214413747
1497,Coconut,46.02966645985,5750.0,264670.5821441375,45000.0,219670.58214413747
1498,Coconut,46.02966645985,5750.0,264670.5821441375,45000.0,219670.58214413747
1499,Coconut,46.02966645985,5750.0,264670.5821441375,45000.0,219670.58214413747
1500,Coconut,46.02966645985,5750.0,264670.5821441375,45000.0,219670.58214413747
1501,Coconut,46.02966645985,5750.0,264670.5821441375,45000.0,219670.58214413747
1502,Coconut,46.02966645985,5750.0,264670.5821441375,45000.0,219670.58214413747
1503,Groundnut,36.09143116525004,7250.0,261662.8759480628,42000.0,219662.8759480628
1504,Coconut,42.6627235234001,6200.0,264508.88584508066,45000.0,219508.88584508066
1505,Coconut,42.6627235234001,6200.0,264508.88584508066,45000.0,219508.88584508066
1506,Coconut,42.6627235234001,6200.0,264508.88584508066,45000.0,219508.88584508066
1507,Coconut,42.6627235234001,6200.0,264508.88584508066,45000.0,219508.88584508066
1508,Cotton,33.94636520310005,7700.0,261387.0120638704,42000.0,219387.0120638704
1509,Cotton,35.56265013185003,7350.0,261385.4784690977,42000.0,219385.4784690977
1510,Cotton,35.56265013185003,7350.0,261385.4784690977,42000.0,219385.4784690977
1511,Groundnut,45.432864271499966,5750.0,261238.9695611248,42000.0,219238.9695611248
1512,Groundnut,45.432864271499966,5750.0,261238.9695611248,42000.0,219238.9695611248
1513,Groundnut,45.432864271499966,5750.0,261238.9695611248,42000.0,219238.9695611248
1514,Groundnut,45.432864271499966,5750.0,261238.9695611248,42000.0,219238.9695611248
1515,Groundnut,45.432864271499966,5750.0,261238.9695611248,42000.0,219238.9695611248
1516,Groundnut,45.432864271499966,5750.0,261238.9695611248,42000.0,219238.9695611248
1517,Cotton,34.63137581154997,7540.0,261120.5736190868,42000.0,219120.5736190868
1518,Mustard,40.475665974249935,6450.0,261068.04553391208,42000.0,219068.04553391208
1519,Coconut,46.71582465929994,5650.0,263944.40932504466,45000.0,218944.40932504466
1520,Coconut,42.5653343363001,6200.0,263905.0728850606,45000.0,218905.07288506062
1521,Coconut,42.5653343363001,6200.0,263905.0728850606,45000.0,218905.07288506062
1522,Coconut,42.5653343363001,6200.0,263905.0728850606,45000.0,218905.07288506062
1523,Coconut,42.5653343363001,6200.0,263905.0728850606,45000.0,218905.07288506062
1524,Coconut,41.83316795805009,6300.0,263548.9581357156,45000.0,218548.95813571563
1525,Coconut,41.83316795805009,6300.0,263548.9581357156,45000.0,218548.95813571563
1526,Coconut,41.83316795805009,6300.0,263548.9581357156,45000.0,218548.95813571563
1527,Coconut,41.83316795805009,6300.0,263548.9581357156,45000.0,218548.95813571563
1528,Groundnut,41.67568645859998,6250.0,260473.0403662499,42000.0,218473.0403662499
1529,Groundnut,41.67568645859998,6250.0,260473.0403662499,42000.0,218473.0403662499
1530,Groundnut,41.67568645859998,6250.0,260473.0403662499,42000.0,218473.0403662499
1531,Groundnut,41.67568645859998,6250.0,260473.0403662499,42000.0,218473.0403662499
1532,Groundnut,41.67568645859998,6250.0,260473.0403662499,42000.0,218473.0403662499
1533,Groundnut,45.641257308649976,5700.0,260155.16665930487,42000.0,218155.16665930487
1534,Mustard,41.94839704694997,6200.0,260080.06169108985,42000.0,218080.06169108985
1535,Coconut,46.94847371005014,5600.0,262911.4527762808,45000.0,217911.4527762808
1536,Coconut,46.947117460000136,5600.0,262903.85777600075,45000.0,217903.85777600075
1537,Coconut,46.947117460000136,5600.0,262903.85777600075,45000.0,217903.85777600075
1538,Groundnut,32.893132705449965,7900.0,259855.74837305472,42000.0,217855.74837305472
1539,Mustard,40.28537365675001,6450.0,259840.6600860376,42000.0,217840.6600860376
1540,Cotton,34.63137581154997,7500.0,259735.3185866248,42000.0,217735.3185866248
1541,Cotton,34.63137581154997,7500.0,259735.3185866248,42000.0,217735.3185866248
1542,Coconut,44.52657624894999,5900.0,262706.799868805,45000.0,217706.79986880498
1543,Coconut,44.52657624894999,5900.0,262706.799868805,45000.0,217706.79986880498
1544,Coconut,44.52657624894999,5900.0,262706.799868805,45000.0,217706.79986880498
1545,Coconut,44.52657624894999,5900.0,262706.799868805,45000.0,217706.79986880498
1546,Coconut,44.52657624894999,5900.0,262706.799868805,45000.0,217706.79986880498
1547,Cotton,33.94636520310005,7650.0,259689.69380371537,42000.0,217689.69380371537
1548,Groundnut,41.67568645859998,6225.0,259431.1482047849,42000.0,217431.1482047849
1549,Groundnut,41.67568645859998,6225.0,259431.1482047849,42000.0,217431.1482047849
1550,Groundnut,36.09143116525004,7180.0,259136.4757664953,42000.0,217136.4757664953
1551,Groundnut,45.055252956749946,5750.0,259067.7045013122,42000.0,217067.7045013122
1552,Groundnut,45.055252956749946,5750.0,259067.7045013122,42000.0,217067.7045013122
1553,Groundnut,45.055252956749946,5750.0,259067.7045013122,42000.0,217067.7045013122
1554,Groundnut,45.055252956749946,5750.0,259067.7045013122,42000.0,217067.7045013122
1555,Groundnut,45.055252956749946,5750.0,259067.7045013122,42000.0,217067.7045013122
1556,Groundnut,45.055252956749946,5750.0,259067.7045013122,42000.0,217067.7045013122
1557,Mustard,47.53494753700001,5450.0,259065.46407665004,42000.0,217065.46407665004
1558,Mustard,42.28083480280003,6125.0,258970.11316715015,42000.0,216970.11316715015
1559,Groundnut,45.432864271499966,5700.0,258967.3263475498,42000.0,216967.3263475498
1560,Groundnut,37.70547306270009,6865.0,258848.0725754361,42000.0,216848.0725754361
1561,Cotton,34.63137581154997,7469.0,258661.74593646676,42000.0,216661.74593646676
1562,Coconut,46.71582465929994,5600.0,261608.61809207968,45000.0,216608.61809207968
1563,Coconut,41.83316795805009,6250.0,261457.29973781307,45000.0,216457.29973781307
1564,Coconut,41.83316795805009,6250.0,261457.29973781307,45000.0,216457.29973781307
1565,Coconut,41.83316795805009,6250.0,261457.29973781307,45000.0,216457.29973781307
1566,Coconut,41.83316795805009,6250.0,261457.29973781307,45000.0,216457.29973781307
1567,Coconut,41.83316795805009,6250.0,261457.29973781307,45000.0,216457.29973781307
1568,Coconut,41.83316795805009,6250.0,261457.29973781307,45000.0,216457.29973781307
1569,Coconut,41.83316795805009,6250.0,261457.29973781307,45000.0,216457.29973781307
1570,Coconut,41.83316795805009,6250.0,261457.29973781307,45000.0,216457.29973781307
1571,Coconut,41.83316795805009,6250.0,261457.29973781307,45000.0,216457.29973781307
1572,Coconut,41.83316795805009,6250.0,261457.29973781307,45000.0,216457.29973781307
1573,Coconut,41.83316795805009,6250.0,261457.29973781307,45000.0,216457.29973781307
1574,Coconut,41.83316795805009,6250.0,261457.29973781307,45000.0,216457.29973781307
1575,Coconut,41.83316795805009,6250.0,261457.29973781307,45000.0,216457.29973781307
1576,Coconut,41.83316795805009,6250.0,261457.29973781307,45000.0,216457.29973781307
1577,Groundnut,41.67568645859998,6200.0,258389.2560433199,42000.0,216389.2560433199
1578,Groundnut,34.41275873429996,7500.0,258095.69050724973,42000.0,216095.69050724973
1579,Groundnut,34.41275873429996,7500.0,258095.69050724973,42000.0,216095.69050724973
1580,Groundnut,34.41275873429996,7500.0,258095.69050724973,42000.0,216095.69050724973
1581,Groundnut,36.09143116525004,7150.0,258053.7328315378,42000.0,216053.7328315378
1582,Cotton,33.94636520310005,7600.0,257992.3755435604,42000.0,215992.3755435604
1583,Cotton,33.94636520310005,7600.0,257992.3755435604,42000.0,215992.3755435604
